person_id,q1,response_time_seconds_1,q2,response_time_seconds_2,q3,response_time_seconds_3,q4,response_time_seconds_4,q5,response_time_seconds_5,q6,response_time_seconds_6,q7,response_time_seconds_7,q8,response_time_seconds_8,q9,response_time_seconds_9,q10,response_time_seconds_10,latitude,longitude
USR_117850E3,B,15.49,B,20.34,C,21.83,B,13.94,B,11.26,C,20.76,B,20.84,C,16.91,B,16.99,A,22.08,11.7618,75.6353
USR_8ADCE92D,D,27.59,C,37.36,C,18.55,D,9.39,B,29.88,C,3.64,B,19.98,D,8.76,C,10.64,B,37.83,25.6111,80.8176
USR_BA997007,D,11.89,A,21.21,A,19.55,C,19.38,B,12.39,B,22.58,C,21.94,C,24.6,B,11.43,C,12.31,20.7282,74.6328
USR_E8985088,C,20.1,D,21.28,C,24.87,A,14.57,A,18.53,C,24.28,B,20.05,B,24.95,D,13.75,A,17.09,18.2264,71.8536
USR_2DF6A40E,D,36.07,D,23.61,C,25.55,D,37.74,C,3.11,D,33.71,C,34.78,D,36.08,D,19.7,B,39.23,27.3586,81.9194
USR_67C0752A,D,16.33,B,19.19,B,23.07,C,10.96,A,13.52,C,23.27,A,18.78,A,23.09,C,22.66,B,17.12,26.2486,82.3764
USR_83EB5FEF,D,28.34,D,2.24,C,27.48,B,15.49,C,9.71,C,36.86,B,10.25,B,6.93,D,7.51,D,7.08,18.5465,73.8524
USR_976A4439,C,16.22,D,11.87,D,17.41,A,18.09,B,14.03,C,19.54,D,22.43,C,18.12,B,14.74,B,10.66,24.1285,79.877
USR_C0508374,B,14.45,B,18.06,D,11.81,D,19.56,D,12.05,B,14.64,A,22.12,C,16.1,B,15.27,C,21.76,20.9193,73.2611
USR_65580430,D,12.35,C,23.84,D,24.99,C,11.11,C,14.14,B,22.51,C,15.85,A,18.5,A,24.32,A,10.09,22.9544,78.7852
USR_4103B99F,B,10.34,D,33.58,D,18.91,B,25.85,D,15.78,B,25.84,C,13.49,C,7.77,B,31.66,D,25.81,26.7174,77.5094
USR_95CE768C,B,19.29,B,21.3,C,18.66,C,15.09,B,11.44,A,22.65,B,13.23,A,22.11,B,23.31,B,19.62,14.0127,79.0094
USR_C3C94089,B,20.39,B,15.61,B,20.54,B,15.86,B,23.67,C,22.3,D,19.27,A,16.75,C,13.14,B,10.74,27.5952,82.0278
USR_E9BB65E4,B,10.04,B,36.28,B,32.87,C,12.22,B,20.43,B,37.3,B,12.07,B,10.61,D,38.57,C,37.62,22.4668,79.0304
USR_BF247883,C,9.44,D,17.32,C,29.57,C,19.37,B,27.16,D,35.84,D,38.91,B,31.54,D,34.93,B,7.5,26.0881,80.2005
USR_1CDF2726,C,14.83,A,23.06,B,17.56,B,10.08,D,23.94,B,10.33,B,12.57,D,12.86,B,21.97,C,16.02,17.3818,73.145
USR_7F5418C7,C,21.65,B,19.69,C,10.44,B,21.57,C,10.32,B,24.38,B,24.39,B,11.41,A,11.35,C,20.25,27.6665,78.4145
USR_4B010E4C,A,9.01,A,9.85,A,11.76,A,10.31,A,6.64,A,10.7,A,7.45,A,8.33,A,5.05,A,8.5,28.9953,76.0351
USR_CF61F5C9,B,8.68,B,13.12,D,39.15,A,9.11,D,9.37,D,9.02,D,20.28,C,15.09,B,28.28,C,39.83,20.6095,74.4714
USR_29D68595,B,8.73,D,38.13,C,18.72,D,5.27,D,31.71,C,7.73,D,9.8,A,3.52,D,37.16,D,27.53,24.6682,77.3475
USR_D0A274C0,C,20.81,C,12.13,C,11.69,A,17.64,B,11.69,B,20.0,D,17.88,D,24.62,B,14.12,B,18.45,13.5295,75.9728
USR_9A865298,A,13.78,B,10.54,C,15.49,A,17.95,C,18.41,B,12.52,C,14.91,A,17.68,B,20.92,B,11.17,14.644,75.8821
USR_3AC1F466,B,22.2,B,21.69,B,21.08,A,14.95,A,16.23,B,11.14,A,22.75,B,22.49,C,20.33,A,17.99,12.1187,79.5031
USR_DA994ED6,A,23.37,A,21.09,D,2.53,D,23.39,A,19.1,C,18.17,B,16.2,C,17.33,D,24.27,D,28.51,12.1631,76.0852
USR_708E24F8,C,13.45,D,16.71,C,13.1,D,10.66,A,20.08,D,23.43,B,17.16,C,16.43,C,20.99,D,10.46,11.7789,79.4347
USR_294B140A,A,5.94,A,10.68,A,6.6,A,5.64,A,6.14,A,8.35,A,8.59,A,8.59,B,10.45,D,8.31,12.1737,76.2604
USR_D536B490,B,23.49,B,20.53,C,18.99,A,23.12,C,21.77,B,22.84,B,22.56,B,18.48,C,23.2,C,15.24,24.1136,78.2344
USR_1DB3864E,C,31.56,B,34.5,C,9.16,A,16.26,D,32.88,A,26.62,D,3.2,D,39.83,D,31.9,B,13.17,17.6646,71.7883
USR_98DAF7E1,A,9.67,B,8.7,A,7.03,A,8.51,A,11.77,A,11.09,B,9.08,B,7.47,A,5.92,A,9.21,26.8387,77.5113
USR_C648EB76,A,10.33,B,5.58,A,8.39,A,9.87,A,5.08,B,8.65,A,7.29,B,7.72,B,10.91,A,8.9,28.0237,82.645
USR_AB504BDC,A,38.97,D,25.62,D,22.81,C,37.34,C,28.79,C,22.38,D,30.1,B,30.24,C,32.76,D,31.48,27.1112,80.2995
USR_C4905662,A,11.7,A,11.89,A,6.57,A,5.17,A,9.24,A,9.32,A,11.74,A,7.1,B,7.97,C,10.96,25.066,81.8853
USR_1ADB4E94,A,9.38,B,11.8,D,7.08,A,7.99,A,6.26,A,5.28,A,9.4,D,5.13,A,6.32,A,11.78,20.4912,74.6521
USR_503554F4,B,10.75,A,11.76,A,8.96,A,7.11,B,6.77,A,8.1,A,9.46,A,9.21,A,10.15,A,7.93,28.4547,80.7425
USR_4BA50CA7,C,11.98,C,26.33,D,34.14,B,27.31,B,14.43,C,24.7,D,2.49,D,8.24,C,37.94,D,19.66,22.2678,78.1936
USR_F6B90D05,C,18.55,A,11.89,A,23.05,B,16.0,C,14.05,A,17.98,A,15.35,B,24.97,B,11.45,A,22.14,25.9091,82.3626
USR_5545D3AD,B,10.05,B,15.47,B,19.03,A,17.18,B,19.01,B,14.69,B,20.36,D,17.23,A,24.92,B,11.66,13.1134,79.4603
USR_5137E42C,A,10.67,A,10.04,A,5.04,B,5.89,A,5.11,A,11.04,A,6.09,A,8.67,A,8.97,A,7.07,27.2041,76.2602
USR_9C57F25B,C,12.9,C,17.09,B,16.08,A,23.98,A,20.46,A,19.07,A,19.17,C,15.48,C,14.25,B,20.87,17.439,72.714
USR_D677B332,A,9.78,A,9.41,A,7.2,D,11.38,A,8.66,A,7.34,C,11.28,A,9.62,A,11.88,B,5.07,25.6558,80.9653
USR_76887175,D,17.96,D,33.28,C,26.92,D,11.75,D,31.05,D,3.36,D,10.75,D,25.47,A,4.41,C,25.57,17.7786,72.2302
USR_6D6D43EC,C,3.98,D,27.51,B,27.71,D,19.43,C,4.27,D,15.69,D,14.1,C,26.74,B,39.13,D,8.29,14.8952,79.2972
USR_CFB5357C,B,7.86,C,27.61,B,20.49,B,32.47,C,21.6,C,6.2,D,8.7,D,3.98,B,14.74,D,31.36,28.5545,77.8938
USR_9A9DE51C,A,31.59,C,25.52,D,9.96,C,21.88,D,32.06,C,15.41,B,23.48,C,33.66,C,29.48,D,10.92,20.0727,72.4416
USR_61809ABC,B,13.37,A,23.06,D,20.44,B,18.51,B,12.47,B,17.26,B,12.88,B,16.94,A,18.49,B,13.08,27.9632,76.9656
USR_6071D7FF,C,5.49,D,28.43,D,36.24,D,30.84,C,8.43,B,6.58,B,30.32,C,33.51,B,23.73,D,16.35,29.8846,78.5862
USR_CAAC21E8,A,23.68,A,20.81,C,22.45,A,20.34,C,24.33,C,20.94,C,19.63,B,11.18,C,19.57,A,18.42,13.1772,76.6431
USR_330F92AC,A,23.79,D,22.82,D,16.43,B,22.28,A,18.91,C,22.97,B,21.0,B,18.35,B,23.86,B,12.86,25.2312,81.1609
USR_186D08C8,B,24.31,B,24.87,D,14.46,A,23.23,B,20.32,A,18.0,D,24.95,B,11.72,B,23.51,A,21.62,12.7407,79.3377
USR_ED777192,A,22.54,C,14.36,B,19.26,B,21.04,B,14.0,A,14.7,B,14.53,A,23.7,A,17.04,B,19.02,13.7986,78.0535
USR_EDEBE1C2,C,23.71,C,39.71,A,6.34,D,8.03,D,27.89,D,13.56,B,20.92,D,11.92,B,32.91,C,35.78,20.012,71.0079
USR_EDBBD795,A,6.64,D,7.24,A,7.11,B,5.42,A,11.27,D,7.79,A,10.65,A,9.34,A,7.6,B,9.48,18.4109,74.6171
USR_F19EBF96,C,15.99,A,13.17,A,18.4,C,24.55,A,18.14,B,10.36,B,24.88,B,14.09,A,13.58,A,12.01,27.6832,82.7061
USR_45D51074,B,16.78,A,16.68,B,16.66,B,21.64,A,12.97,D,14.31,D,15.09,C,24.38,D,10.88,B,14.48,30.4882,78.7832
USR_7B995EB7,A,23.56,A,11.37,B,11.02,B,11.15,B,13.94,A,10.76,D,16.56,C,14.56,D,24.85,A,10.61,13.5849,77.5519
USR_C7491D0C,C,18.42,B,23.26,B,10.33,D,15.34,C,12.52,C,15.64,A,22.53,C,15.43,A,16.37,B,14.93,11.2237,75.8149
USR_8309FA7B,C,17.9,D,12.55,A,19.25,B,17.27,B,14.96,A,13.31,A,17.74,B,10.95,C,13.36,A,21.99,24.5283,81.0569
USR_89DFA32D,A,39.04,B,31.95,A,24.65,D,6.65,B,25.64,D,17.99,C,33.39,C,28.51,D,10.82,C,21.67,28.0663,76.8927
USR_A5D415B4,B,18.43,C,13.7,B,22.15,B,18.42,B,11.78,A,16.2,A,20.89,B,16.7,C,12.02,B,16.42,22.1341,79.143
USR_B0ED2C4E,B,10.93,A,22.45,D,18.23,C,22.4,A,22.99,B,13.74,A,18.98,A,21.8,D,15.75,B,20.14,18.2215,74.24
USR_B91C396A,B,8.27,C,10.01,A,5.33,A,11.56,A,6.49,B,7.67,B,7.28,A,9.99,B,9.41,A,5.98,26.7792,80.5532
USR_F90FA081,C,21.4,C,21.38,C,20.12,A,14.48,B,23.79,A,16.7,C,17.02,B,18.64,B,12.72,C,12.13,30.4969,77.5726
USR_757A9F53,B,19.08,D,14.37,D,36.67,D,31.95,B,32.97,B,38.57,C,31.34,C,2.32,D,13.79,D,35.73,27.3254,77.3781
USR_1304F445,B,16.97,B,13.45,B,22.88,A,15.51,A,15.29,B,15.33,B,13.02,B,18.28,A,24.7,D,19.63,26.9646,76.5776
USR_65039C2E,B,32.71,D,28.32,D,2.52,C,28.39,D,35.99,C,32.25,A,19.91,A,26.23,A,21.33,C,30.99,18.122,71.8916
USR_F6735C8E,C,14.71,D,18.4,B,18.43,C,20.54,B,19.42,C,16.22,B,21.29,B,23.14,A,17.56,A,13.72,20.6233,74.1293
USR_CF36AE08,A,10.96,B,12.7,B,19.55,B,21.84,B,15.45,C,17.18,B,12.47,B,22.31,A,15.36,C,18.32,17.2965,71.9949
USR_2411B886,A,18.03,C,20.24,B,21.3,A,15.81,A,12.89,C,13.1,B,22.16,B,18.19,D,13.02,B,16.55,29.5594,77.9336
USR_E2ECA750,A,8.14,C,9.12,A,8.52,A,5.67,A,5.99,C,6.32,A,6.02,A,6.54,A,11.33,A,11.56,28.2123,82.689
USR_EB634404,D,10.55,D,37.75,B,4.61,A,6.46,B,29.67,D,25.93,A,21.93,A,26.6,D,12.36,C,11.93,19.6271,71.3795
USR_0626BC5D,A,10.46,B,13.97,B,20.0,A,20.63,C,17.28,D,12.15,B,21.84,B,14.3,B,24.78,B,24.72,14.2925,76.2279
USR_5D0D214C,A,13.19,D,20.85,C,23.33,A,19.85,A,24.29,A,18.56,D,13.18,B,19.52,C,22.77,C,18.18,30.0895,78.2648
USR_97126012,C,24.63,D,9.53,B,25.91,D,39.03,B,27.54,C,20.44,D,11.2,C,28.72,D,4.71,D,29.36,22.2502,80.018
USR_DA00296D,B,23.05,A,20.4,B,22.4,D,10.17,B,19.36,A,14.62,C,12.58,B,24.19,B,23.17,B,22.95,12.9422,75.7119
USR_C60D17B1,A,13.37,C,7.17,D,27.08,D,31.71,D,27.05,D,32.91,B,12.13,C,3.37,C,25.19,B,34.14,26.4473,82.9382
USR_0989A926,A,22.85,A,21.7,B,10.8,D,10.32,A,21.74,B,21.17,A,12.64,B,12.98,B,13.46,B,18.88,23.5712,79.6474
USR_275ED604,A,21.0,A,11.16,C,14.35,B,23.52,B,15.6,B,23.59,C,22.65,D,19.49,C,18.0,B,24.17,24.385,77.8728
USR_12BE25B2,A,12.61,C,16.63,B,16.38,B,23.97,A,20.21,D,21.77,B,18.66,C,13.89,C,22.5,A,14.62,25.6862,79.3907
USR_33624A16,B,24.67,B,14.91,B,22.0,D,16.45,A,22.85,C,10.05,A,10.12,A,23.22,B,16.26,C,11.64,23.3521,79.084
USR_90767AE7,A,9.73,A,10.97,A,9.01,A,10.75,B,9.1,D,6.82,A,7.0,A,6.6,A,6.18,A,6.77,12.0107,78.1996
USR_4030323D,A,13.79,A,19.51,A,15.31,B,17.57,C,19.24,B,22.37,B,13.92,D,23.59,B,21.14,B,19.15,28.6319,82.5938
USR_B3960B91,C,10.44,D,23.04,C,21.14,B,21.54,C,21.01,C,15.47,B,23.31,C,14.27,B,20.66,A,16.89,28.5408,75.2329
USR_72F7B883,A,6.72,D,6.98,A,5.07,A,5.7,A,11.66,A,9.46,A,8.57,B,7.44,D,9.05,A,6.97,29.4885,75.5923
USR_B9250C80,B,24.6,A,17.41,C,11.0,B,21.2,A,14.27,C,11.12,B,19.56,A,24.84,D,21.07,A,14.21,28.7582,76.4589
USR_942C3DC1,C,28.83,B,18.89,C,37.62,C,10.84,D,20.77,D,18.7,A,22.37,B,3.3,D,15.21,B,29.0,28.0131,77.0277
USR_95B66865,B,17.02,B,11.65,A,17.74,D,15.09,B,23.31,D,20.52,C,15.59,A,22.03,A,15.98,B,13.26,28.0435,75.8034
USR_9C710BE5,D,5.56,B,34.36,D,24.9,D,9.83,D,30.07,D,11.22,D,19.59,D,12.26,C,37.43,B,32.76,23.2674,77.8977
USR_EDDEEC68,D,37.08,C,17.59,C,14.99,D,39.54,D,34.4,D,31.39,C,26.1,C,8.64,C,27.92,C,35.08,19.3414,73.661
USR_E9B6EBF0,C,18.99,B,10.9,A,20.98,A,11.75,B,18.02,A,17.59,B,19.14,A,12.16,A,12.75,B,24.24,24.4235,80.8953
USR_9AA06B61,A,11.68,C,9.3,A,8.54,A,8.39,A,7.21,A,5.48,A,5.84,B,10.8,B,9.63,A,6.16,17.3143,71.7165
USR_B9E1BC40,B,15.32,B,21.92,D,23.34,C,17.53,B,19.21,B,16.65,C,17.89,B,14.27,B,16.54,B,24.75,30.5121,77.683
USR_3C0DE154,B,20.44,C,15.34,B,23.16,A,20.88,A,21.26,A,20.25,C,14.28,C,18.91,A,12.99,A,13.47,13.072,77.4378
USR_F7B8250E,A,5.98,A,10.05,A,6.38,A,11.09,B,6.86,A,9.03,A,11.34,A,9.57,A,6.43,A,11.68,27.9086,80.8934
USR_21B2902C,B,14.11,B,19.79,B,16.36,A,13.81,A,12.93,D,12.74,C,24.4,B,18.93,C,19.18,A,20.53,17.285,71.1815
USR_452A382F,B,19.42,B,22.41,A,18.31,B,14.29,A,19.5,C,23.8,C,18.89,B,14.07,A,15.97,B,12.62,28.1645,82.2233
USR_18C10F98,A,23.79,A,23.61,C,22.63,B,21.69,D,24.33,C,11.94,C,23.85,B,12.34,B,22.14,B,15.22,20.838,73.4572
USR_C208D499,A,20.4,A,10.61,B,14.84,B,16.73,B,20.29,C,18.7,C,20.17,B,13.82,B,14.07,B,21.52,14.4934,76.0959
USR_C9404D29,B,19.58,B,19.93,C,11.81,B,13.6,C,24.52,D,16.32,B,24.92,C,15.01,A,22.3,A,10.92,26.6773,75.9764
USR_9D10CAB6,A,20.54,C,15.61,A,19.66,A,21.05,A,15.57,A,22.38,B,10.19,A,19.39,A,16.92,B,19.97,19.1402,73.1269
USR_BF55BB31,D,15.57,D,18.79,C,16.52,B,12.81,B,5.25,D,34.56,D,15.4,B,25.79,A,16.9,C,15.25,18.2779,72.7115
USR_5E5E8CA9,D,18.73,B,20.1,B,24.92,C,22.19,B,16.12,A,11.36,B,15.8,B,11.32,A,22.2,B,11.76,21.0456,71.7
USR_DE77447B,B,10.72,C,24.25,A,20.02,D,21.5,D,12.65,A,22.14,C,11.49,B,11.2,C,10.64,D,17.76,23.2038,78.0996
USR_5942193B,D,23.8,A,17.56,C,17.89,B,15.14,B,19.43,D,23.35,B,15.8,B,22.69,B,11.84,B,21.08,30.3141,78.2019
USR_76F42AA4,A,10.45,C,7.32,A,11.83,A,10.59,B,10.7,A,7.02,B,7.79,A,7.97,A,11.01,A,11.23,14.6891,76.9504
USR_0CA875E0,B,24.68,A,7.04,B,32.48,B,24.03,C,17.86,A,26.58,D,31.05,C,24.06,D,8.76,D,12.5,29.3448,77.0783
USR_9953ECD6,B,11.36,A,6.8,A,8.35,A,6.53,A,7.44,A,5.74,A,7.6,A,7.66,A,7.01,C,9.8,27.486,82.0214
USR_1B6C3F1C,A,24.15,A,12.18,C,22.78,C,17.78,B,12.75,C,23.27,A,17.02,B,19.89,B,11.86,A,17.55,25.2982,81.4648
USR_ED259DF7,A,17.41,C,17.66,D,20.96,A,22.87,B,24.15,C,12.25,B,22.64,A,14.85,B,17.98,B,18.62,12.936,75.9384
USR_B5267A9A,A,5.49,A,10.53,A,5.94,A,7.26,A,11.42,A,8.76,A,7.99,A,8.74,A,11.73,B,8.12,27.3705,81.2545
USR_1BE8D163,C,9.39,B,30.18,C,23.01,D,6.21,C,33.82,B,28.44,D,7.75,C,23.27,D,3.04,D,13.71,20.2671,73.9235
USR_566529DE,D,10.13,B,17.98,A,12.23,A,13.91,D,17.7,A,19.07,A,22.06,C,11.15,B,20.6,D,18.54,27.1334,79.9637
USR_20A622B7,B,21.88,B,12.79,C,21.52,B,20.37,B,22.07,D,23.38,A,10.79,B,11.07,B,23.88,B,15.25,17.4795,71.2762
USR_FD328D64,B,15.8,C,21.13,A,12.08,B,14.06,B,13.08,A,23.4,C,24.76,B,12.94,B,21.72,A,23.72,28.2954,81.3024
USR_E7C37AA2,B,11.88,B,5.69,A,5.4,A,8.7,A,5.13,B,9.9,A,6.72,A,10.32,A,11.55,A,8.78,14.0965,76.9844
USR_F4B18405,A,14.76,C,24.59,A,16.59,A,20.08,B,20.14,D,11.71,B,10.0,B,14.89,B,18.17,B,18.52,26.6779,80.1441
USR_7D9EC193,B,21.15,A,17.83,C,17.96,C,17.52,A,10.84,B,20.91,B,15.64,C,12.02,C,20.21,B,20.06,18.7711,73.6636
USR_513377E9,A,15.73,C,23.88,B,15.31,B,18.44,B,17.39,B,18.42,B,12.43,C,20.06,D,15.57,B,22.62,18.3358,72.37
USR_D87E5A53,A,23.62,B,16.77,A,22.78,D,11.1,A,22.53,A,12.15,B,13.11,A,10.04,C,15.06,C,11.11,13.6469,75.6773
USR_5EC3C71D,C,17.26,B,34.42,D,38.52,A,12.06,D,11.08,B,36.97,B,16.22,D,4.07,D,5.27,D,16.2,12.2467,76.4388
USR_EECF2455,A,9.9,A,7.69,B,8.8,A,11.45,C,8.53,B,5.34,A,11.35,B,11.7,A,10.53,C,11.38,28.0664,79.663
USR_FDBD7401,B,24.27,C,19.38,B,12.69,C,21.85,B,14.14,A,11.87,B,13.25,C,22.98,C,14.98,A,17.49,11.8369,77.2813
USR_32F57923,D,25.74,D,11.55,C,23.52,C,31.66,D,22.12,C,17.96,C,17.25,D,4.58,C,24.13,B,16.01,18.6019,73.486
USR_0F56B9F2,C,15.46,B,12.62,C,11.35,B,19.87,A,17.48,A,15.24,C,17.12,C,19.35,B,12.37,D,14.58,26.8014,81.679
USR_13856D20,A,10.28,C,11.53,A,21.2,B,11.04,D,16.4,B,21.27,C,23.33,C,13.86,B,23.74,C,14.04,20.0597,72.3977
USR_EBC03950,A,16.96,B,21.14,A,14.6,C,23.96,B,23.44,C,12.35,A,23.83,A,15.24,C,18.62,A,19.3,24.0484,80.171
USR_9C2EE544,D,22.08,D,21.35,B,19.17,B,15.45,A,20.01,B,14.16,A,21.15,D,19.65,B,15.33,B,19.73,25.8507,79.3248
USR_145EC031,C,10.76,B,18.72,C,12.95,A,16.26,C,15.78,B,16.93,C,15.03,B,23.76,C,17.62,C,16.34,21.0612,79.4543
USR_788DAF84,A,23.59,C,16.02,B,22.2,A,14.77,A,19.0,A,15.73,C,16.7,B,13.94,D,20.11,B,15.77,28.2286,80.8496
USR_C1E11238,D,16.22,B,20.98,B,21.21,D,19.46,C,19.44,B,19.41,A,13.21,C,18.48,B,23.17,A,19.58,18.0396,74.4086
USR_8F319475,B,10.36,A,8.7,A,9.32,A,6.25,A,5.03,B,11.53,A,7.25,A,8.52,B,9.6,A,10.65,24.9075,80.8886
USR_2A413A2C,B,22.05,C,10.62,A,22.99,B,22.77,D,10.75,A,18.13,A,22.56,B,21.42,A,14.86,B,20.87,26.7864,82.0202
USR_58075CCA,A,15.38,A,14.71,C,5.99,D,14.1,C,23.34,C,31.79,A,25.49,D,34.41,C,17.43,D,8.56,28.0326,76.051
USR_35571641,D,33.0,C,11.17,C,34.2,B,14.02,D,18.35,D,37.56,B,14.15,C,27.33,D,32.89,D,39.58,18.4119,73.8629
USR_6DD33EB3,D,2.78,A,28.59,D,22.3,C,38.7,D,22.96,D,39.86,D,32.5,D,13.17,A,30.64,D,4.33,27.9648,77.4821
USR_174ED204,A,9.47,A,9.65,A,7.34,C,8.61,B,9.15,A,11.82,A,6.42,A,9.76,A,9.4,B,6.68,14.3679,77.5469
USR_CDC5CF1A,A,7.05,A,5.33,B,6.47,A,6.43,A,8.95,B,9.59,C,11.64,A,8.77,A,10.29,A,10.75,22.787,80.718
USR_89C3A42A,C,16.7,A,37.52,C,29.24,A,34.4,D,5.61,B,18.99,C,21.1,D,12.67,C,30.92,B,7.87,28.7892,76.6922
USR_72705FC7,B,16.24,B,20.15,A,21.29,D,13.2,D,12.75,D,11.81,D,22.66,B,21.88,C,18.12,B,10.27,29.4758,78.953
USR_2E1AC621,D,30.35,A,21.73,D,22.92,B,7.35,D,11.92,D,4.93,C,12.53,B,2.7,B,26.76,D,38.69,11.333,76.4952
USR_75E5453D,D,16.09,A,14.06,B,24.28,C,16.1,A,14.23,C,21.64,A,23.66,D,12.07,C,23.42,C,22.62,19.5427,70.9883
USR_00EC4DEE,C,24.4,D,11.66,B,29.52,C,24.51,D,20.79,D,29.33,A,25.78,C,33.99,D,27.28,D,32.77,13.0621,75.8815
USR_3D34AD25,C,24.47,B,16.75,A,10.61,A,15.63,C,16.88,C,22.38,B,23.57,B,11.06,B,18.18,B,13.12,20.9107,72.2767
USR_B1F96A81,A,13.77,B,10.42,B,15.14,A,14.33,A,24.53,C,19.52,A,12.75,A,16.57,B,12.6,C,12.34,22.5491,80.0817
USR_B0984C0D,A,5.28,B,11.57,A,7.12,A,8.64,A,5.89,A,11.57,A,9.24,B,10.26,A,10.67,A,8.0,24.2315,77.8475
USR_9FE5FCCD,D,37.91,C,26.46,C,38.62,D,9.8,B,7.23,D,3.2,B,17.03,B,5.23,C,24.45,D,6.06,27.1668,77.8999
USR_E2EC0E82,A,11.11,A,11.7,B,10.4,A,7.23,A,5.93,A,9.2,A,6.26,A,9.5,A,9.3,A,7.95,14.0201,78.6559
USR_53E88FA5,A,6.34,B,7.21,A,9.99,A,7.78,A,6.84,A,7.65,C,9.43,A,6.51,A,9.06,A,7.95,11.9179,76.2218
USR_64B44A63,C,27.46,B,20.43,D,29.4,A,31.84,D,18.57,D,31.21,D,17.91,C,6.42,C,28.54,B,7.56,29.6518,77.8601
USR_5B8A0478,A,14.99,C,20.11,D,19.07,A,20.91,B,13.91,B,22.62,B,14.94,A,11.49,B,23.49,B,17.75,26.5476,80.6166
USR_DB9CF8D9,B,14.43,B,22.87,B,10.86,C,21.8,B,16.58,B,23.89,B,20.03,B,23.35,B,14.44,B,19.55,27.2318,76.29
USR_B2900133,C,12.8,A,15.28,C,12.45,B,11.75,B,24.5,C,24.14,B,17.69,B,12.46,C,23.76,B,23.02,11.589,77.0175
USR_ABEF3796,A,11.91,A,9.46,B,11.59,A,6.29,A,11.26,A,8.6,B,7.46,A,10.17,A,7.62,B,8.97,25.2,82.0748
USR_59481F72,B,5.64,A,6.35,A,8.51,A,11.57,A,11.52,A,8.49,A,7.94,B,9.75,B,5.18,A,6.18,22.3338,77.8323
USR_3E1828B0,B,29.52,A,19.26,C,34.11,B,39.8,B,14.02,D,3.08,A,2.75,C,9.92,C,14.03,A,19.37,24.4741,79.4089
USR_3C5095FA,C,17.82,B,20.7,A,20.51,A,23.29,C,18.98,D,18.82,A,21.87,C,11.18,A,24.75,A,15.31,18.4111,71.4617
USR_604AA88C,A,10.66,A,7.44,A,8.08,A,9.16,A,10.15,A,6.44,A,5.92,A,5.34,A,7.86,D,9.71,13.5996,76.0596
USR_E8173C07,A,21.61,A,12.88,A,20.05,A,23.59,A,10.06,B,12.14,D,13.91,D,14.98,B,21.79,B,24.64,17.7922,72.4747
USR_AAFD2116,C,18.97,A,11.46,B,23.41,B,18.54,D,16.24,D,19.2,A,13.21,C,23.38,A,14.39,A,17.16,22.7287,78.8115
USR_2708762A,C,28.91,A,3.07,D,28.16,A,28.42,B,10.16,A,9.14,C,30.13,D,2.52,D,26.05,D,13.87,30.1826,76.0934
USR_0BDDE6C2,D,10.88,C,16.89,C,19.37,B,19.6,A,24.35,A,16.81,D,22.6,A,19.19,B,17.15,B,19.66,23.7448,80.9284
USR_FEAE7540,B,15.59,C,11.99,D,23.12,B,13.02,B,17.67,B,24.67,D,24.7,B,18.08,B,21.15,A,19.81,20.3256,73.9707
USR_E2C7F13B,B,16.65,C,22.99,A,5.71,B,20.84,C,6.24,B,13.97,C,30.53,C,10.25,B,29.5,D,40.0,26.2736,81.455
USR_496EC882,B,22.22,C,15.57,C,20.53,D,10.14,A,22.93,C,14.59,B,15.71,A,14.01,C,22.43,A,21.89,18.3061,71.8622
USR_1796D817,A,6.62,B,5.17,A,10.94,B,11.71,A,6.51,A,11.62,A,5.4,B,9.92,A,6.54,A,5.97,28.1975,76.8595
USR_55D08982,A,8.19,D,10.23,A,5.33,A,8.57,A,5.13,A,9.47,A,6.45,A,9.73,A,6.77,A,11.89,23.6581,78.5373
USR_D281E793,A,16.73,A,24.79,C,13.98,A,11.58,B,22.39,B,14.12,B,11.21,B,15.77,B,17.18,D,17.91,28.7681,78.6118
USR_F4B44B8F,A,22.44,A,22.23,A,23.44,C,24.41,B,21.83,C,19.69,D,10.42,D,21.32,C,24.9,C,21.55,21.2741,77.4601
USR_0CA6E361,A,8.77,A,8.84,A,11.75,A,5.85,A,9.06,B,9.97,A,11.51,A,9.52,A,10.0,C,8.55,27.326,78.0362
USR_3DEA65CF,B,23.29,C,24.75,D,18.73,C,15.68,A,15.85,B,20.72,B,22.6,C,23.0,C,10.86,B,15.26,30.2078,77.1637
USR_E2AE9F9A,B,14.51,B,16.99,A,24.8,C,20.87,B,23.07,B,10.37,B,21.67,B,20.04,C,13.48,B,14.78,27.5343,79.0472
USR_2B12AE8C,B,12.68,B,12.42,C,24.77,B,14.82,B,17.66,B,16.56,D,17.63,A,10.83,C,16.88,B,15.09,25.0678,81.9384
USR_83D0D11A,A,31.1,C,31.43,C,4.37,D,16.48,D,16.32,D,26.43,C,23.82,C,29.53,C,39.38,A,19.72,19.0063,74.8017
USR_148136D9,B,22.38,A,11.6,A,23.89,C,15.49,C,13.25,D,20.78,A,23.95,C,22.59,C,17.52,A,19.15,11.0688,78.2264
USR_4BD00FFE,D,11.95,D,28.94,C,13.67,C,21.76,C,23.33,C,6.25,A,17.5,B,23.16,C,24.57,C,12.72,14.2687,79.1332
