person_id,date,type,counterparty_type,status,amount
USR_18804E50,2025-11-07,P2P,FRIEND,SUCCESS,1129.66
USR_18804E50,2025-03-23,P2M,MERCHANT,SUCCESS,725.41
USR_18804E50,2025-02-04,P2M,MERCHANT,SUCCESS,1308.56
USR_18804E50,2025-11-11,P2M,MERCHANT,SUCCESS,768.51
USR_18804E50,2025-08-06,P2P,FRIEND,SUCCESS,1627.53
USR_18804E50,2025-09-15,P2M,MERCHANT,SUCCESS,1237.15
USR_18804E50,2025-12-12,P2M,MERCHANT,SUCCESS,881.28
USR_18804E50,2025-01-12,P2M,MERCHANT,SUCCESS,643.78
USR_18804E50,2025-06-28,P2M,MERCHANT,SUCCESS,866.43
USR_18804E50,2025-05-22,P2M,MERCHANT,SUCCESS,734.69
USR_18804E50,2025-12-30,P2M,MERCHANT,SUCCESS,431.46
USR_18804E50,2025-02-21,P2P,FRIEND,SUCCESS,1565.6
USR_18804E50,2025-06-23,P2M,MERCHANT,SUCCESS,1866.79
USR_18804E50,2025-10-29,P2M,MERCHANT,SUCCESS,1852.36
USR_18804E50,2025-11-24,P2M,MERCHANT,SUCCESS,69.33
USR_18804E50,2025-07-03,P2M,MERCHANT,SUCCESS,1435.19
USR_18804E50,2025-03-26,P2M,MERCHANT,SUCCESS,1395.97
USR_18804E50,2025-07-01,P2M,MERCHANT,SUCCESS,1808.67
USR_18804E50,2025-01-21,P2M,MERCHANT,SUCCESS,288.59
USR_18804E50,2025-05-03,P2M,MERCHANT,SUCCESS,353.67
USR_18804E50,2025-04-29,P2M,MERCHANT,FAILED,695.84
USR_18804E50,2025-02-17,P2M,MERCHANT,SUCCESS,485.11
USR_18804E50,2025-08-10,P2M,MERCHANT,SUCCESS,1330.92
USR_E5B1F65B,2025-01-10,P2M,MERCHANT,FAILED,874.02
USR_E5B1F65B,2025-04-14,P2M,MERCHANT,SUCCESS,1796.21
USR_E5B1F65B,2025-04-29,P2M,MERCHANT,SUCCESS,1898.3
USR_E5B1F65B,2025-04-30,P2P,FRIEND,SUCCESS,488.48
USR_E5B1F65B,2025-10-03,P2M,MERCHANT,SUCCESS,125.13
USR_E5B1F65B,2025-05-06,P2M,MERCHANT,SUCCESS,1268.74
USR_E5B1F65B,2025-04-28,P2M,MERCHANT,SUCCESS,442.89
USR_E5B1F65B,2025-06-14,P2M,MERCHANT,SUCCESS,380.87
USR_E5B1F65B,2025-11-12,P2M,MERCHANT,FAILED,804.38
USR_E5B1F65B,2025-06-08,P2M,MERCHANT,SUCCESS,160.04
USR_E5B1F65B,2025-04-10,P2M,MERCHANT,SUCCESS,1801.21
USR_E5B1F65B,2025-07-25,P2M,MERCHANT,SUCCESS,70.12
USR_E5B1F65B,2025-03-27,P2P,FRIEND,SUCCESS,1306.74
USR_E5B1F65B,2025-12-18,P2M,MERCHANT,FAILED,413.39
USR_E5B1F65B,2025-03-28,P2M,MERCHANT,SUCCESS,1103.73
USR_E5B1F65B,2025-11-05,P2P,FRIEND,SUCCESS,1461.38
USR_E5B1F65B,2025-11-13,P2P,FRIEND,SUCCESS,546.34
USR_E5B1F65B,2025-08-26,P2P,FRIEND,SUCCESS,346.36
USR_E5B1F65B,2025-04-10,P2M,MERCHANT,SUCCESS,1613.57
USR_E5B1F65B,2025-01-15,P2P,FRIEND,SUCCESS,1076.19
USR_E5B1F65B,2025-09-06,P2M,MERCHANT,SUCCESS,411.14
USR_E5B1F65B,2025-12-01,P2M,MERCHANT,SUCCESS,625.63
USR_E5B1F65B,2025-10-26,P2M,MERCHANT,SUCCESS,934.7
USR_E5B1F65B,2025-05-27,P2M,MERCHANT,SUCCESS,655.62
USR_E5B1F65B,2025-07-16,P2M,MERCHANT,SUCCESS,1378.01
USR_E5B1F65B,2025-07-10,P2M,MERCHANT,SUCCESS,515.71
USR_E5B1F65B,2025-01-28,P2M,MERCHANT,SUCCESS,1504.97
USR_E5B1F65B,2025-11-13,P2M,MERCHANT,SUCCESS,1388.08
USR_E5B1F65B,2025-05-09,P2M,MERCHANT,SUCCESS,1901.7
USR_E5B1F65B,2025-09-01,P2M,MERCHANT,SUCCESS,1087.69
USR_E5B1F65B,2025-10-24,P2P,FRIEND,SUCCESS,1912.5
USR_E5B1F65B,2025-04-09,P2M,MERCHANT,SUCCESS,652.98
USR_E5B1F65B,2025-09-22,P2M,MERCHANT,SUCCESS,1068.84
USR_E5B1F65B,2025-12-27,P2M,MERCHANT,SUCCESS,1526.75
USR_E5B1F65B,2025-04-17,P2M,MERCHANT,SUCCESS,1438.22
USR_E5B1F65B,2025-03-12,P2P,FRIEND,SUCCESS,538.22
USR_E5B1F65B,2025-06-16,P2P,FRIEND,SUCCESS,1744.7
USR_E5B1F65B,2025-10-17,P2M,MERCHANT,SUCCESS,927.11
USR_E5B1F65B,2025-03-28,P2P,FRIEND,SUCCESS,1132.04
USR_E5B1F65B,2025-03-16,P2M,MERCHANT,SUCCESS,1712.57
USR_E5B1F65B,2025-05-10,P2M,MERCHANT,FAILED,223.11
USR_E5B1F65B,2025-02-20,P2M,MERCHANT,SUCCESS,231.44
USR_E5B1F65B,2025-08-08,P2M,MERCHANT,SUCCESS,952.17
USR_E5B1F65B,2025-05-17,P2M,MERCHANT,SUCCESS,1924.57
USR_E5B1F65B,2025-03-06,P2M,MERCHANT,SUCCESS,1127.3
USR_E5B1F65B,2025-11-23,P2M,MERCHANT,SUCCESS,1047.04
USR_E5B1F65B,2025-03-14,P2M,MERCHANT,SUCCESS,1475.33
USR_E5B1F65B,2025-01-09,P2M,MERCHANT,SUCCESS,373.72
USR_E5B1F65B,2025-07-27,P2M,MERCHANT,SUCCESS,1722.99
USR_E5B1F65B,2025-11-07,P2P,FRIEND,SUCCESS,332.14
USR_E5B1F65B,2025-12-11,P2M,MERCHANT,SUCCESS,1051.58
USR_6E55B6FB,2025-03-19,P2M,MERCHANT,SUCCESS,72.79
USR_6E55B6FB,2025-01-29,P2M,MERCHANT,SUCCESS,851.71
USR_6E55B6FB,2025-05-20,P2M,MERCHANT,SUCCESS,289.08
USR_6E55B6FB,2025-12-09,P2M,MERCHANT,SUCCESS,483.56
USR_6E55B6FB,2025-04-19,P2M,MERCHANT,SUCCESS,1936.25
USR_6E55B6FB,2025-12-11,P2M,MERCHANT,SUCCESS,1368.95
USR_6E55B6FB,2025-08-08,P2M,MERCHANT,SUCCESS,983.58
USR_6E55B6FB,2025-08-23,P2P,FRIEND,SUCCESS,722.54
USR_6E55B6FB,2025-07-30,P2P,FRIEND,SUCCESS,1944.86
USR_6E55B6FB,2025-05-05,P2M,MERCHANT,SUCCESS,1771.61
USR_6E55B6FB,2025-08-13,P2M,MERCHANT,SUCCESS,1541.65
USR_6E55B6FB,2025-02-22,P2M,MERCHANT,SUCCESS,1515.21
USR_6E55B6FB,2025-02-11,P2M,MERCHANT,SUCCESS,869.75
USR_6E55B6FB,2025-09-09,P2M,MERCHANT,SUCCESS,823.25
USR_6E55B6FB,2025-10-28,P2M,MERCHANT,SUCCESS,1789.88
USR_6E55B6FB,2025-12-11,P2M,MERCHANT,FAILED,1036.06
USR_6E55B6FB,2025-12-05,P2M,MERCHANT,SUCCESS,1159.67
USR_6E55B6FB,2025-01-30,P2P,FRIEND,SUCCESS,1764.86
USR_6E55B6FB,2025-10-12,P2M,MERCHANT,SUCCESS,38.4
USR_6E55B6FB,2025-09-18,P2P,FRIEND,SUCCESS,1140.75
USR_6E55B6FB,2025-01-15,P2M,MERCHANT,SUCCESS,597.76
USR_6E55B6FB,2025-05-31,P2M,MERCHANT,SUCCESS,1149.4
USR_6E55B6FB,2025-06-29,P2M,MERCHANT,FAILED,1899.2
USR_6E55B6FB,2025-01-06,P2P,FRIEND,SUCCESS,1051.82
USR_6E55B6FB,2025-08-06,P2M,MERCHANT,SUCCESS,211.3
USR_6E55B6FB,2025-03-21,P2M,MERCHANT,SUCCESS,1331.72
USR_6E55B6FB,2025-03-02,P2P,FRIEND,SUCCESS,1686.92
USR_6E55B6FB,2025-08-30,P2M,MERCHANT,SUCCESS,1848.1
USR_6E55B6FB,2025-03-11,P2P,FRIEND,SUCCESS,1655.74
USR_6E55B6FB,2025-05-18,P2M,MERCHANT,SUCCESS,991.73
USR_6E55B6FB,2025-03-28,P2M,MERCHANT,SUCCESS,1393.67
USR_6E55B6FB,2025-12-08,P2M,MERCHANT,SUCCESS,1240.32
USR_9F9E6B54,2025-07-24,P2M,MERCHANT,SUCCESS,925.2
USR_9F9E6B54,2025-12-26,P2M,MERCHANT,SUCCESS,1733.9
USR_9F9E6B54,2025-03-26,P2P,FRIEND,SUCCESS,1754.82
USR_9F9E6B54,2025-10-14,P2M,MERCHANT,SUCCESS,1211.74
USR_9F9E6B54,2025-02-08,P2P,FRIEND,SUCCESS,1252.06
USR_9F9E6B54,2025-09-27,P2M,MERCHANT,SUCCESS,1716.48
USR_9F9E6B54,2025-10-28,P2M,MERCHANT,SUCCESS,1074.85
USR_9F9E6B54,2025-02-16,P2M,MERCHANT,SUCCESS,1351.31
USR_9F9E6B54,2025-07-04,P2P,FRIEND,SUCCESS,116.17
USR_9F9E6B54,2025-11-14,P2M,MERCHANT,SUCCESS,25.25
USR_9F9E6B54,2025-04-27,P2P,FRIEND,SUCCESS,446.04
USR_9F9E6B54,2025-08-04,P2M,MERCHANT,SUCCESS,855.86
USR_9F9E6B54,2025-09-22,P2P,FRIEND,SUCCESS,1496.76
USR_9F9E6B54,2025-10-07,P2P,FRIEND,SUCCESS,1380.17
USR_9F9E6B54,2025-09-22,P2M,MERCHANT,SUCCESS,709.28
USR_9F9E6B54,2025-03-31,P2M,MERCHANT,SUCCESS,1915.71
USR_9F9E6B54,2025-06-06,P2P,FRIEND,SUCCESS,1680.06
USR_9F9E6B54,2025-09-09,P2M,MERCHANT,SUCCESS,1424.44
USR_9F9E6B54,2025-11-26,P2M,MERCHANT,SUCCESS,946.16
USR_9F9E6B54,2025-04-16,P2P,FRIEND,SUCCESS,1651.93
USR_9F9E6B54,2025-06-23,P2M,MERCHANT,SUCCESS,1098.81
USR_9F9E6B54,2025-11-11,P2M,MERCHANT,SUCCESS,739.71
USR_9F9E6B54,2025-04-07,P2M,MERCHANT,SUCCESS,1016.87
USR_9F9E6B54,2025-09-01,P2P,FRIEND,FAILED,1411.22
USR_9F9E6B54,2025-11-29,P2P,FRIEND,SUCCESS,758.85
USR_9F9E6B54,2025-02-15,P2M,MERCHANT,SUCCESS,1952.54
USR_9F9E6B54,2025-12-05,P2P,FRIEND,SUCCESS,503.76
USR_9F9E6B54,2025-09-11,P2M,MERCHANT,SUCCESS,469.51
USR_1E596D4E,2025-03-21,P2P,FRIEND,SUCCESS,909.64
USR_1E596D4E,2025-04-14,P2P,FRIEND,SUCCESS,163.23
USR_1E596D4E,2025-12-05,P2M,MERCHANT,SUCCESS,1729.93
USR_1E596D4E,2025-03-26,P2P,FRIEND,SUCCESS,245.56
USR_1E596D4E,2025-08-08,P2M,MERCHANT,SUCCESS,552.85
USR_1E596D4E,2025-04-20,P2M,MERCHANT,SUCCESS,315.74
USR_1E596D4E,2025-04-02,P2M,MERCHANT,SUCCESS,1248.56
USR_1E596D4E,2025-11-01,P2M,MERCHANT,SUCCESS,216.01
USR_1E596D4E,2025-12-08,P2M,MERCHANT,SUCCESS,443.54
USR_900987E7,2025-06-10,P2P,FRIEND,SUCCESS,1255.18
USR_900987E7,2025-10-04,P2M,MERCHANT,SUCCESS,1791.27
USR_900987E7,2025-03-04,P2M,MERCHANT,SUCCESS,1294.4
USR_900987E7,2025-04-01,P2P,FRIEND,SUCCESS,392.98
USR_900987E7,2025-11-21,P2P,FRIEND,SUCCESS,1569.69
USR_900987E7,2025-04-25,P2P,FRIEND,SUCCESS,780.02
USR_900987E7,2025-09-29,P2P,FRIEND,SUCCESS,1924.37
USR_900987E7,2025-04-14,P2M,MERCHANT,SUCCESS,1733.65
USR_900987E7,2025-07-01,P2M,MERCHANT,SUCCESS,632.3
USR_900987E7,2025-10-25,P2M,MERCHANT,SUCCESS,805.02
USR_900987E7,2025-12-19,P2M,MERCHANT,SUCCESS,108.15
USR_900987E7,2025-12-20,P2P,FRIEND,SUCCESS,1676.09
USR_900987E7,2025-06-18,P2P,FRIEND,FAILED,164.18
USR_900987E7,2025-11-22,P2M,MERCHANT,SUCCESS,1417.38
USR_900987E7,2025-09-25,P2M,MERCHANT,SUCCESS,955.02
USR_900987E7,2025-03-27,P2M,MERCHANT,SUCCESS,1363.09
USR_900987E7,2025-10-19,P2P,FRIEND,SUCCESS,703.42
USR_900987E7,2025-06-17,P2P,FRIEND,SUCCESS,107.37
USR_900987E7,2025-05-05,P2M,MERCHANT,SUCCESS,1507.26
USR_900987E7,2025-03-18,P2P,FRIEND,SUCCESS,1067.16
USR_900987E7,2025-07-27,P2P,FRIEND,SUCCESS,1946.75
USR_900987E7,2025-01-22,P2M,MERCHANT,SUCCESS,775.65
USR_900987E7,2025-05-18,P2M,MERCHANT,SUCCESS,1026.4
USR_900987E7,2025-07-17,P2M,MERCHANT,SUCCESS,1781.2
USR_900987E7,2025-04-25,P2P,FRIEND,SUCCESS,191.19
USR_900987E7,2025-01-14,P2P,FRIEND,SUCCESS,331.59
USR_900987E7,2025-02-09,P2M,MERCHANT,SUCCESS,820.93
USR_900987E7,2025-01-28,P2M,MERCHANT,SUCCESS,629.72
USR_900987E7,2025-02-21,P2M,MERCHANT,SUCCESS,1462.28
USR_900987E7,2025-10-18,P2M,MERCHANT,SUCCESS,1171.27
USR_900987E7,2025-06-15,P2M,MERCHANT,SUCCESS,201.14
USR_900987E7,2025-12-06,P2M,MERCHANT,SUCCESS,859.18
USR_900987E7,2025-07-21,P2M,MERCHANT,SUCCESS,21.24
USR_900987E7,2025-10-28,P2M,MERCHANT,SUCCESS,545.92
USR_900987E7,2025-10-29,P2M,MERCHANT,SUCCESS,1189.9
USR_A3F2C646,2025-06-28,P2M,MERCHANT,SUCCESS,213.02
USR_A3F2C646,2025-05-22,P2P,FRIEND,SUCCESS,1696.42
USR_A3F2C646,2025-09-13,P2M,MERCHANT,FAILED,849.33
USR_A3F2C646,2025-10-11,P2M,MERCHANT,SUCCESS,791.36
USR_A3F2C646,2025-06-08,P2M,MERCHANT,SUCCESS,282.68
USR_A3F2C646,2025-10-01,P2M,MERCHANT,SUCCESS,1215.32
USR_A3F2C646,2025-11-10,P2M,MERCHANT,SUCCESS,1926.69
USR_A3F2C646,2025-05-24,P2M,MERCHANT,SUCCESS,880.15
USR_A3F2C646,2025-12-02,P2M,MERCHANT,SUCCESS,36.72
USR_A3F2C646,2025-01-19,P2M,MERCHANT,SUCCESS,668.18
USR_A3F2C646,2025-05-25,P2M,MERCHANT,SUCCESS,1327.06
USR_A3F2C646,2025-11-25,P2P,FRIEND,SUCCESS,634.68
USR_A3F2C646,2025-06-29,P2M,MERCHANT,SUCCESS,1313.84
USR_A3F2C646,2025-09-26,P2P,FRIEND,SUCCESS,799.59
USR_A3F2C646,2025-03-19,P2M,MERCHANT,SUCCESS,1675.59
USR_A3F2C646,2025-09-27,P2P,FRIEND,SUCCESS,1764.3
USR_A3F2C646,2025-05-05,P2M,MERCHANT,SUCCESS,1122.31
USR_A3F2C646,2025-08-12,P2M,MERCHANT,SUCCESS,331.99
USR_A3F2C646,2025-03-15,P2M,MERCHANT,FAILED,1885.48
USR_A3F2C646,2025-09-22,P2M,MERCHANT,SUCCESS,1427.93
USR_A3F2C646,2025-03-16,P2P,FRIEND,SUCCESS,326.21
USR_A3F2C646,2025-01-08,P2M,MERCHANT,SUCCESS,593.7
USR_A3F2C646,2025-09-13,P2M,MERCHANT,SUCCESS,645.35
USR_A3F2C646,2025-11-27,P2P,FRIEND,SUCCESS,1079.82
USR_A3F2C646,2025-01-25,P2M,MERCHANT,SUCCESS,944.76
USR_A3F2C646,2025-05-09,P2P,FRIEND,SUCCESS,67.25
USR_A3F2C646,2025-10-22,P2M,MERCHANT,SUCCESS,812.45
USR_A3F2C646,2025-12-23,P2M,MERCHANT,FAILED,887.49
USR_A3F2C646,2025-12-15,P2M,MERCHANT,SUCCESS,1786.34
USR_A3F2C646,2025-01-09,P2M,MERCHANT,SUCCESS,1124.45
USR_A3F2C646,2025-07-22,P2M,MERCHANT,SUCCESS,805.49
USR_A3F2C646,2025-09-09,P2P,FRIEND,SUCCESS,215.16
USR_A3F2C646,2025-03-10,P2M,MERCHANT,SUCCESS,587.97
USR_A3F2C646,2025-12-11,P2M,MERCHANT,SUCCESS,1888.45
USR_A3F2C646,2025-12-13,P2M,MERCHANT,SUCCESS,1274.31
USR_A3F2C646,2025-03-17,P2P,FRIEND,FAILED,521.66
USR_A3F2C646,2025-06-08,P2P,FRIEND,SUCCESS,1831.4
USR_A3F2C646,2025-05-05,P2P,FRIEND,SUCCESS,747.41
USR_A3F2C646,2025-10-26,P2M,MERCHANT,SUCCESS,422.94
USR_A3F2C646,2025-04-18,P2M,MERCHANT,SUCCESS,1982.66
USR_A3F2C646,2025-05-30,P2M,MERCHANT,SUCCESS,37.89
USR_A3F2C646,2025-11-15,P2M,MERCHANT,SUCCESS,1943.39
USR_A3F2C646,2025-12-21,P2M,MERCHANT,SUCCESS,579.94
USR_A3F2C646,2025-09-25,P2M,MERCHANT,SUCCESS,150.26
USR_A3F2C646,2025-09-09,P2M,MERCHANT,SUCCESS,503.19
USR_A3F2C646,2025-09-20,P2P,FRIEND,SUCCESS,415.23
USR_A3F2C646,2025-08-17,P2M,MERCHANT,SUCCESS,1254.35
USR_A3F2C646,2025-07-12,P2P,FRIEND,SUCCESS,920.74
USR_A3F2C646,2025-03-26,P2P,FRIEND,SUCCESS,337.33
USR_A3F2C646,2025-07-20,P2P,FRIEND,SUCCESS,759.03
USR_A3F2C646,2025-06-11,P2M,MERCHANT,SUCCESS,1496.69
USR_A3F2C646,2025-04-24,P2M,MERCHANT,SUCCESS,1431.53
USR_A3F2C646,2025-04-01,P2P,FRIEND,SUCCESS,1781.74
USR_A3F2C646,2025-03-10,P2M,MERCHANT,SUCCESS,589.49
USR_A3F2C646,2025-06-11,P2P,FRIEND,SUCCESS,1412.54
USR_A3F2C646,2025-04-27,P2M,MERCHANT,SUCCESS,112.02
USR_A3F2C646,2025-03-29,P2M,MERCHANT,SUCCESS,452.74
USR_A3F2C646,2025-06-06,P2M,MERCHANT,SUCCESS,1044.48
USR_A3F2C646,2025-12-04,P2P,FRIEND,SUCCESS,1200.19
USR_A3F2C646,2025-02-25,P2M,MERCHANT,SUCCESS,102.58
USR_A3F2C646,2025-05-02,P2M,MERCHANT,SUCCESS,342.17
USR_A3F2C646,2025-04-01,P2M,MERCHANT,SUCCESS,460.05
USR_A3F2C646,2025-04-04,P2P,FRIEND,SUCCESS,251.23
USR_A3F2C646,2025-04-18,P2M,MERCHANT,SUCCESS,692.73
USR_A3F2C646,2025-08-15,P2M,MERCHANT,SUCCESS,1043.36
USR_A3F2C646,2025-10-12,P2M,MERCHANT,SUCCESS,388.21
USR_A3F2C646,2025-07-18,P2M,MERCHANT,SUCCESS,824.43
USR_A3F2C646,2025-07-27,P2P,FRIEND,SUCCESS,1630.47
USR_A3F2C646,2025-03-16,P2M,MERCHANT,SUCCESS,29.88
USR_A3F2C646,2025-04-09,P2M,MERCHANT,SUCCESS,784.74
USR_A3F2C646,2025-03-06,P2M,MERCHANT,SUCCESS,887.87
USR_A3F2C646,2025-02-12,P2M,MERCHANT,SUCCESS,1521.2
USR_A3F2C646,2025-06-17,P2M,MERCHANT,SUCCESS,638.28
USR_A3F2C646,2025-11-06,P2M,MERCHANT,SUCCESS,1000.37
USR_A3F2C646,2025-05-30,P2M,MERCHANT,SUCCESS,608.79
USR_A3F2C646,2025-02-07,P2P,FRIEND,SUCCESS,38.33
USR_A3F2C646,2025-12-11,P2M,MERCHANT,SUCCESS,62.37
USR_A3F2C646,2025-06-01,P2M,MERCHANT,SUCCESS,775.1
USR_A3F2C646,2025-05-10,P2P,FRIEND,FAILED,1289.02
USR_A3F2C646,2025-09-10,P2M,MERCHANT,SUCCESS,75.18
USR_A3F2C646,2025-10-13,P2M,MERCHANT,SUCCESS,677.07
USR_A3F2C646,2025-05-21,P2P,FRIEND,SUCCESS,69.29
USR_A3F2C646,2025-03-14,P2P,FRIEND,SUCCESS,623.99
USR_A3F2C646,2025-08-23,P2M,MERCHANT,SUCCESS,1700.03
USR_A3F2C646,2025-07-13,P2M,MERCHANT,SUCCESS,827.39
USR_A3F2C646,2025-03-31,P2M,MERCHANT,SUCCESS,1895.52
USR_6DD74100,2025-10-05,P2M,MERCHANT,SUCCESS,106.59
USR_6DD74100,2025-09-15,P2M,MERCHANT,SUCCESS,1479.46
USR_6DD74100,2025-12-26,P2M,MERCHANT,SUCCESS,631.6
USR_93F93520,2025-09-19,P2P,FRIEND,SUCCESS,1695.87
USR_93F93520,2025-06-01,P2M,MERCHANT,SUCCESS,1991.7
USR_93F93520,2025-11-26,P2P,FRIEND,FAILED,1178.3
USR_93F93520,2025-10-05,P2M,MERCHANT,SUCCESS,1612.33
USR_93F93520,2025-01-19,P2P,FRIEND,SUCCESS,559.84
USR_93F93520,2025-12-09,P2P,FRIEND,SUCCESS,1746.88
USR_93F93520,2025-10-21,P2M,MERCHANT,SUCCESS,1539.4
USR_93F93520,2025-01-09,P2M,MERCHANT,SUCCESS,1513.71
USR_93F93520,2025-06-11,P2M,MERCHANT,SUCCESS,1681.2
USR_93F93520,2025-02-24,P2M,MERCHANT,SUCCESS,592.67
USR_93F93520,2025-05-06,P2M,MERCHANT,SUCCESS,1667.61
USR_93F93520,2025-08-13,P2M,MERCHANT,SUCCESS,811.46
USR_5FF4E7E8,2025-05-14,P2M,MERCHANT,SUCCESS,1812.05
USR_5FF4E7E8,2025-06-30,P2P,FRIEND,SUCCESS,90.19
USR_5FF4E7E8,2025-01-15,P2M,MERCHANT,SUCCESS,1820.29
USR_5FF4E7E8,2025-04-15,P2M,MERCHANT,SUCCESS,1169.41
USR_5FF4E7E8,2025-12-26,P2M,MERCHANT,FAILED,1826.22
USR_5FF4E7E8,2025-06-23,P2P,FRIEND,SUCCESS,1962.88
USR_5FF4E7E8,2025-09-21,P2M,MERCHANT,SUCCESS,1660.16
USR_5FF4E7E8,2025-08-01,P2M,MERCHANT,FAILED,989.74
USR_5FF4E7E8,2025-11-23,P2P,FRIEND,SUCCESS,762.88
USR_5FF4E7E8,2025-03-13,P2P,FRIEND,SUCCESS,341.49
USR_5FF4E7E8,2025-05-27,P2M,MERCHANT,SUCCESS,53.6
USR_5FF4E7E8,2025-12-30,P2P,FRIEND,SUCCESS,393.52
USR_5FF4E7E8,2025-08-27,P2M,MERCHANT,SUCCESS,69.68
USR_5FF4E7E8,2025-11-16,P2M,MERCHANT,SUCCESS,503.16
USR_5FF4E7E8,2025-04-06,P2P,FRIEND,SUCCESS,1180.02
USR_5FF4E7E8,2025-02-04,P2M,MERCHANT,SUCCESS,463.17
USR_5FF4E7E8,2025-10-02,P2P,FRIEND,SUCCESS,1511.75
USR_5FF4E7E8,2025-10-04,P2M,MERCHANT,SUCCESS,1705.32
USR_5FF4E7E8,2025-05-20,P2M,MERCHANT,SUCCESS,1607.51
USR_5FF4E7E8,2025-01-11,P2P,FRIEND,SUCCESS,491.76
USR_5FF4E7E8,2025-02-27,P2P,FRIEND,SUCCESS,99.29
USR_5FF4E7E8,2025-05-15,P2P,FRIEND,SUCCESS,299.27
USR_5FF4E7E8,2025-04-13,P2M,MERCHANT,SUCCESS,981.17
USR_5FF4E7E8,2025-03-18,P2P,FRIEND,SUCCESS,191.22
USR_5FF4E7E8,2025-07-19,P2M,MERCHANT,SUCCESS,1774.79
USR_5FF4E7E8,2025-12-08,P2M,MERCHANT,SUCCESS,864.47
USR_5FF4E7E8,2025-05-19,P2M,MERCHANT,SUCCESS,782.02
USR_5FF4E7E8,2025-03-17,P2M,MERCHANT,SUCCESS,52.44
USR_5FF4E7E8,2025-09-12,P2P,FRIEND,SUCCESS,972.04
USR_5FF4E7E8,2025-06-07,P2M,MERCHANT,SUCCESS,1013.06
USR_5FF4E7E8,2025-03-08,P2M,MERCHANT,SUCCESS,804.56
USR_5FF4E7E8,2025-11-17,P2M,MERCHANT,SUCCESS,437.59
USR_5FF4E7E8,2025-02-27,P2P,FRIEND,SUCCESS,1846.24
USR_5FF4E7E8,2025-09-22,P2P,FRIEND,SUCCESS,39.37
USR_5FF4E7E8,2025-11-19,P2M,MERCHANT,SUCCESS,1353.74
USR_5FF4E7E8,2025-02-12,P2M,MERCHANT,SUCCESS,1097.16
USR_5FF4E7E8,2025-08-04,P2M,MERCHANT,SUCCESS,355.98
USR_5FF4E7E8,2025-10-23,P2M,MERCHANT,SUCCESS,454.14
USR_5FF4E7E8,2025-06-29,P2M,MERCHANT,SUCCESS,1211.63
USR_5FF4E7E8,2025-04-27,P2P,FRIEND,SUCCESS,1555.0
USR_5FF4E7E8,2025-10-05,P2M,MERCHANT,SUCCESS,15.21
USR_5FF4E7E8,2025-07-21,P2M,MERCHANT,SUCCESS,632.45
USR_5FF4E7E8,2025-11-16,P2M,MERCHANT,SUCCESS,298.95
USR_5FF4E7E8,2025-07-17,P2M,MERCHANT,SUCCESS,972.23
USR_5FF4E7E8,2025-08-27,P2M,MERCHANT,SUCCESS,1540.97
USR_5FF4E7E8,2025-06-24,P2M,MERCHANT,SUCCESS,1388.32
USR_5FF4E7E8,2025-05-14,P2M,MERCHANT,SUCCESS,110.93
USR_5FF4E7E8,2025-03-16,P2M,MERCHANT,FAILED,1046.76
USR_5FF4E7E8,2025-06-15,P2P,FRIEND,SUCCESS,784.99
USR_5FF4E7E8,2025-02-23,P2P,FRIEND,SUCCESS,487.28
USR_5FF4E7E8,2025-08-05,P2M,MERCHANT,SUCCESS,863.86
USR_5FF4E7E8,2025-02-02,P2P,FRIEND,SUCCESS,1921.59
USR_5FF4E7E8,2025-11-13,P2M,MERCHANT,SUCCESS,678.03
USR_5FF4E7E8,2025-08-11,P2M,MERCHANT,SUCCESS,1933.07
USR_5FF4E7E8,2025-05-31,P2M,MERCHANT,SUCCESS,1475.8
USR_5FF4E7E8,2025-07-24,P2P,FRIEND,SUCCESS,643.88
USR_5FF4E7E8,2025-05-16,P2P,FRIEND,SUCCESS,851.05
USR_5FF4E7E8,2025-12-14,P2M,MERCHANT,SUCCESS,172.88
USR_5FF4E7E8,2025-12-10,P2M,MERCHANT,SUCCESS,279.67
USR_5FF4E7E8,2025-02-06,P2P,FRIEND,SUCCESS,955.08
USR_5FF4E7E8,2025-01-18,P2M,MERCHANT,SUCCESS,64.2
USR_5FF4E7E8,2025-01-06,P2M,MERCHANT,SUCCESS,1697.72
USR_5FF4E7E8,2025-09-23,P2M,MERCHANT,SUCCESS,1339.18
USR_5FF4E7E8,2025-10-06,P2P,FRIEND,SUCCESS,1433.69
USR_5FF4E7E8,2025-11-24,P2M,MERCHANT,SUCCESS,1662.51
USR_5FF4E7E8,2025-08-14,P2M,MERCHANT,SUCCESS,519.3
USR_5FF4E7E8,2025-05-25,P2M,MERCHANT,SUCCESS,484.41
USR_5FF4E7E8,2025-12-10,P2P,FRIEND,SUCCESS,536.81
USR_5FF4E7E8,2025-08-10,P2M,MERCHANT,SUCCESS,763.6
USR_5FF4E7E8,2025-12-18,P2M,MERCHANT,SUCCESS,1509.46
USR_5FF4E7E8,2025-07-28,P2M,MERCHANT,SUCCESS,1374.91
USR_5FF4E7E8,2025-04-09,P2P,FRIEND,SUCCESS,1784.89
USR_5FF4E7E8,2025-07-23,P2M,MERCHANT,SUCCESS,1151.23
USR_5FF4E7E8,2025-08-10,P2P,FRIEND,SUCCESS,472.66
USR_5FF4E7E8,2025-05-20,P2M,MERCHANT,SUCCESS,182.01
