person_id,on_time_flag,declared_turnover,gstr1_due_date,gstr1_filed_date,gstr3b_due_date,gstr3b_filed_date
USR_3DEA65CF,TRUE,797522.08,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_3DEA65CF,TRUE,267815.09,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_3DEA65CF,TRUE,972064.42,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_4BD00FFE,TRUE,167296.2,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_4BD00FFE,TRUE,401793.56,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_4BD00FFE,TRUE,901157.85,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_4BD00FFE,TRUE,219257.37,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_4BD00FFE,TRUE,604116.69,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_4BD00FFE,TRUE,419417.36,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_752A7646,TRUE,230491.84,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_752A7646,TRUE,950056.55,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_752A7646,TRUE,603661.87,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_752A7646,TRUE,758912.05,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_752A7646,TRUE,575412.97,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_752A7646,TRUE,107676.93,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_FB82503E,TRUE,966188.67,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_FB82503E,TRUE,385948.71,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_FB82503E,TRUE,873896.84,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_FB82503E,TRUE,233019.05,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_FB82503E,TRUE,581294.8,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_FB82503E,TRUE,260528.5,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_79D34913,TRUE,950687.81,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_79D34913,TRUE,696011.7,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_79D34913,TRUE,903996.82,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_79D34913,TRUE,133350.82,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_79D34913,TRUE,724090.33,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_79D34913,TRUE,751215.17,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_E08B4B1B,FALSE,924209.93,2025-12-11,2025-12-17,2025-12-20,2025-12-29
USR_E08B4B1B,FALSE,538771.22,2025-12-11,2025-12-20,2025-12-20,2025-12-21
USR_E08B4B1B,FALSE,251396.42,2025-11-11,2025-12-01,2025-11-20,2025-12-07
USR_E08B4B1B,FALSE,837306.5,2025-10-11,2025-10-28,2025-10-20,2025-10-22
USR_E08B4B1B,FALSE,158654.18,2025-09-11,2025-09-13,2025-09-20,2025-10-02
USR_E08B4B1B,FALSE,267373.57,2025-08-11,2025-08-22,2025-08-20,2025-09-13
USR_E4FD6EEB,TRUE,561869.65,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_E4FD6EEB,TRUE,812850.81,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_E4FD6EEB,TRUE,278432.5,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_E4FD6EEB,TRUE,131824.99,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_E4FD6EEB,TRUE,294527.03,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_E4FD6EEB,TRUE,856554.26,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_5DB72218,TRUE,474549.36,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_5DB72218,TRUE,844912.95,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_5DB72218,TRUE,378619.88,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_5DB72218,TRUE,795109.4,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_5DB72218,TRUE,591943.99,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_5DB72218,TRUE,190305.9,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_F917EF2A,TRUE,724048.98,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_F917EF2A,TRUE,264530.03,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_F917EF2A,TRUE,879167.71,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_F917EF2A,TRUE,153390.36,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_F917EF2A,TRUE,666015.36,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_F917EF2A,TRUE,818619.47,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_CA039F29,TRUE,167559.24,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_CA039F29,TRUE,607381.79,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_CA039F29,TRUE,402359.6,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_CA039F29,TRUE,991811.42,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_CA039F29,TRUE,963628.5,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_CA039F29,TRUE,263299.63,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_1C66693A,TRUE,744748.07,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_1C66693A,TRUE,287338.98,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_1C66693A,TRUE,768768.99,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_1C66693A,TRUE,594362.95,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_1C66693A,TRUE,718494.91,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_1C66693A,TRUE,530749.97,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_B1AC8642,FALSE,806287.39,2025-12-11,2025-12-18,2025-12-20,2026-01-02
USR_B1AC8642,FALSE,770739.87,2025-12-11,2026-01-07,2025-12-20,2025-12-27
USR_B1AC8642,FALSE,606472.14,2025-11-11,2025-11-18,2025-11-20,2025-12-06
USR_B1AC8642,FALSE,675574.14,2025-10-11,2025-10-30,2025-10-20,2025-10-28
USR_B1AC8642,FALSE,680675.54,2025-09-11,2025-09-15,2025-09-20,2025-10-11
USR_B1AC8642,FALSE,973870.29,2025-08-11,2025-08-17,2025-08-20,2025-09-11
USR_71B34145,TRUE,569643.95,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_71B34145,TRUE,595492.25,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_71B34145,TRUE,343671.66,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_71B34145,TRUE,575674.21,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_71B34145,TRUE,780552.59,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_71B34145,TRUE,818088.48,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_2E9D55AA,TRUE,712469.28,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_2E9D55AA,TRUE,207704.6,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_2E9D55AA,TRUE,796389.31,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_2E9D55AA,TRUE,512885.59,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_2E9D55AA,TRUE,629260.5,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_2E9D55AA,TRUE,150786.67,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_ADE2DC23,TRUE,732352.68,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_ADE2DC23,TRUE,669060.04,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_ADE2DC23,TRUE,716280.41,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_ADE2DC23,TRUE,570125.22,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_ADE2DC23,TRUE,499110.32,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_ADE2DC23,TRUE,527085.02,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_77548318,TRUE,245736.19,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_77548318,TRUE,217393.65,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_77548318,TRUE,653609.73,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_77548318,TRUE,617362.95,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_77548318,TRUE,323357.97,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_77548318,TRUE,964582.19,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_7EDDA9C0,TRUE,492914.75,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_7EDDA9C0,TRUE,478111.84,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_7EDDA9C0,TRUE,799014.22,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_7EDDA9C0,TRUE,649553.67,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_7EDDA9C0,TRUE,766025.38,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_7EDDA9C0,TRUE,133762.23,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_64DF15D5,TRUE,655097.95,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_64DF15D5,TRUE,815958.08,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_64DF15D5,TRUE,720273.27,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_64DF15D5,TRUE,662165.1,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_64DF15D5,TRUE,744671.16,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_64DF15D5,TRUE,479772.46,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_AA682B0A,FALSE,324504.5,2025-12-11,2025-12-13,2025-12-20,2025-12-24
USR_AA682B0A,FALSE,749145.04,2025-12-11,2025-12-26,2025-12-20,2025-12-27
USR_AA682B0A,FALSE,431841.95,2025-11-11,2025-11-25,2025-11-20,2025-11-23
USR_AA682B0A,FALSE,747467.61,2025-10-11,2025-10-23,2025-10-20,2025-11-05
USR_AA682B0A,FALSE,197091.87,2025-09-11,2025-09-24,2025-09-20,2025-10-06
USR_AA682B0A,FALSE,146450.82,2025-08-11,2025-08-19,2025-08-20,2025-09-10
USR_5CBC5CEC,TRUE,380405.9,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_5CBC5CEC,TRUE,265014.51,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_5CBC5CEC,TRUE,700916.74,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_5CBC5CEC,TRUE,395843.72,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_5CBC5CEC,TRUE,856917.74,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_5CBC5CEC,TRUE,432735.88,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_1BBCCBDD,FALSE,798406.7,2025-12-11,2025-12-16,2025-12-20,2026-01-06
USR_1BBCCBDD,FALSE,224051.86,2025-12-11,2026-01-01,2025-12-20,2025-12-27
USR_1BBCCBDD,FALSE,862370.37,2025-11-11,2025-11-13,2025-11-20,2025-12-19
USR_1BBCCBDD,FALSE,102970.25,2025-10-11,2025-10-24,2025-10-20,2025-10-28
USR_1BBCCBDD,FALSE,816920.89,2025-09-11,2025-09-21,2025-09-20,2025-10-12
USR_1BBCCBDD,FALSE,658933.55,2025-08-11,2025-08-27,2025-08-20,2025-09-06
USR_C31ECB07,TRUE,189325.49,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_C31ECB07,TRUE,360192.65,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_C31ECB07,TRUE,765157.88,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_C31ECB07,TRUE,210691.02,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_C31ECB07,TRUE,202684.07,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_C31ECB07,TRUE,191381.46,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_8ED1EF45,TRUE,613071.69,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_8ED1EF45,TRUE,837989.67,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_8ED1EF45,TRUE,113312.17,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_8ED1EF45,TRUE,447003.76,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_8ED1EF45,TRUE,272189.22,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_8ED1EF45,TRUE,104435.77,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_94C57B05,TRUE,119818.26,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_94C57B05,TRUE,561605.52,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_94C57B05,TRUE,298237.09,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_94C57B05,TRUE,951064.3,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_94C57B05,TRUE,643308.48,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_94C57B05,TRUE,805536.21,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_CB8250EC,FALSE,214070.33,2025-12-11,2025-12-21,2025-12-20,2026-01-09
USR_CB8250EC,FALSE,594304.72,2025-12-11,2025-12-18,2025-12-20,2026-01-19
USR_CB8250EC,FALSE,577471.72,2025-11-11,2025-11-26,2025-11-20,2025-11-28
USR_CB8250EC,FALSE,146230.31,2025-10-11,2025-11-04,2025-10-20,2025-11-05
USR_CB8250EC,FALSE,513559.57,2025-09-11,2025-10-02,2025-09-20,2025-10-14
USR_CB8250EC,FALSE,749703.98,2025-08-11,2025-08-13,2025-08-20,2025-09-06
USR_468DE2AB,FALSE,517306.28,2025-12-11,2025-12-12,2025-12-20,2025-12-22
USR_468DE2AB,FALSE,485119.72,2025-12-11,2026-01-03,2025-12-20,2025-12-25
USR_468DE2AB,FALSE,118531.38,2025-11-11,2025-11-28,2025-11-20,2025-12-04
USR_468DE2AB,FALSE,983751.93,2025-10-11,2025-11-07,2025-10-20,2025-11-05
USR_468DE2AB,FALSE,176416.42,2025-09-11,2025-09-24,2025-09-20,2025-10-11
USR_468DE2AB,FALSE,214894.65,2025-08-11,2025-08-19,2025-08-20,2025-09-18
USR_C3B63CEF,TRUE,765328.43,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_C3B63CEF,TRUE,589423.24,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_C3B63CEF,TRUE,882445.93,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_C3B63CEF,TRUE,724679.23,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_C3B63CEF,TRUE,766870.24,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_C3B63CEF,TRUE,627949.69,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_2F5EA8CD,TRUE,680816.95,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_2F5EA8CD,TRUE,734537.44,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_2F5EA8CD,TRUE,932861.77,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_2F5EA8CD,TRUE,570942.61,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_2F5EA8CD,TRUE,586236.39,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_2F5EA8CD,TRUE,490612.3,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_0B60F241,TRUE,840683.3,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_0B60F241,TRUE,544122.46,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_0B60F241,TRUE,777055.76,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_0B60F241,TRUE,351740.56,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_0B60F241,TRUE,267404.39,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_0B60F241,TRUE,160719.8,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_79AE5494,TRUE,155171.77,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_79AE5494,TRUE,964447.73,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_79AE5494,TRUE,677578.65,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_79AE5494,TRUE,697824.53,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_79AE5494,TRUE,649613.2,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_79AE5494,TRUE,533534.59,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_67247043,TRUE,913310.29,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_67247043,TRUE,693627.6,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_67247043,TRUE,854738.27,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_67247043,TRUE,938101.36,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_67247043,TRUE,293949.67,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_67247043,TRUE,386966.9,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_865954BD,FALSE,324079.79,2025-12-11,2026-01-01,2025-12-20,2025-12-23
USR_865954BD,FALSE,326797.45,2025-12-11,2025-12-18,2025-12-20,2025-12-26
USR_865954BD,FALSE,174550.68,2025-11-11,2025-11-30,2025-11-20,2025-12-17
USR_865954BD,FALSE,407502.52,2025-10-11,2025-10-26,2025-10-20,2025-11-02
USR_865954BD,FALSE,487529.5,2025-09-11,2025-09-22,2025-09-20,2025-10-01
USR_865954BD,FALSE,759727.81,2025-08-11,2025-09-07,2025-08-20,2025-08-31
USR_5C98C4F0,TRUE,625141.96,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_5C98C4F0,TRUE,199043.19,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_5C98C4F0,TRUE,362752.95,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_5C98C4F0,TRUE,822050.79,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_5C98C4F0,TRUE,343308.74,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_5C98C4F0,TRUE,795053.69,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_9648CA9F,TRUE,204900.43,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_9648CA9F,TRUE,716707.64,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_9648CA9F,TRUE,781097.36,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_9648CA9F,TRUE,680950.53,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_9648CA9F,TRUE,730955.46,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_9648CA9F,TRUE,819404.71,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_0C6D9CC7,TRUE,127364.37,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_0C6D9CC7,TRUE,862001.23,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_0C6D9CC7,TRUE,539074.12,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_0C6D9CC7,TRUE,193825.92,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_0C6D9CC7,TRUE,724133.13,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_0C6D9CC7,TRUE,204322.51,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_D602613E,TRUE,788697.47,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_D602613E,TRUE,349309.91,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_D602613E,TRUE,384741.17,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_D602613E,TRUE,748492.95,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_D602613E,TRUE,101293.78,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_D602613E,TRUE,975066.12,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_285FCC3F,TRUE,926700.95,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_285FCC3F,TRUE,152810.31,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_285FCC3F,TRUE,215524.66,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_285FCC3F,TRUE,485341.1,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_285FCC3F,TRUE,680700.69,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_285FCC3F,TRUE,353289.2,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_1C629262,TRUE,750612.7,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_1C629262,TRUE,455240.48,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_1C629262,TRUE,992641.79,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_1C629262,TRUE,871801.91,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_1C629262,TRUE,266816.04,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_1C629262,TRUE,524994.04,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_2B917C17,FALSE,984205.0,2025-12-11,2025-12-20,2025-12-20,2026-01-03
USR_2B917C17,FALSE,755941.52,2025-12-11,2025-12-15,2025-12-20,2026-01-16
USR_2B917C17,FALSE,441920.54,2025-11-11,2025-12-06,2025-11-20,2025-12-06
USR_2B917C17,FALSE,672503.18,2025-10-11,2025-10-19,2025-10-20,2025-11-01
USR_2B917C17,FALSE,488441.23,2025-09-11,2025-10-10,2025-09-20,2025-10-03
USR_2B917C17,FALSE,528670.76,2025-08-11,2025-08-14,2025-08-20,2025-09-09
USR_208E770E,TRUE,816177.36,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_208E770E,TRUE,307085.39,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_208E770E,TRUE,864681.0,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_208E770E,TRUE,524889.88,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_208E770E,TRUE,868743.5,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_208E770E,TRUE,574642.5,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_93D8B97E,TRUE,242991.78,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_93D8B97E,TRUE,808298.16,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_93D8B97E,TRUE,107045.85,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_93D8B97E,TRUE,699420.46,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_93D8B97E,TRUE,942913.58,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_93D8B97E,TRUE,475658.28,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_B3BF36F3,FALSE,422272.04,2025-12-11,2025-12-12,2025-12-20,2026-01-13
USR_B3BF36F3,FALSE,284631.43,2025-12-11,2026-01-06,2025-12-20,2026-01-03
USR_B3BF36F3,FALSE,267188.27,2025-11-11,2025-11-12,2025-11-20,2025-11-26
USR_B3BF36F3,FALSE,604338.23,2025-10-11,2025-10-28,2025-10-20,2025-11-03
USR_B3BF36F3,FALSE,793873.52,2025-09-11,2025-10-09,2025-09-20,2025-10-07
USR_B3BF36F3,FALSE,990335.87,2025-08-11,2025-08-28,2025-08-20,2025-09-07
USR_507118D7,TRUE,131401.29,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_507118D7,TRUE,164252.63,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_507118D7,TRUE,911530.94,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_507118D7,TRUE,646265.82,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_507118D7,TRUE,923849.27,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_507118D7,TRUE,486359.04,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_BCD03131,TRUE,398814.23,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_BCD03131,TRUE,112014.97,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_BCD03131,TRUE,175785.51,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_BCD03131,TRUE,456826.0,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_BCD03131,TRUE,798881.56,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_BCD03131,TRUE,607780.31,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_91563BA1,TRUE,271910.34,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_91563BA1,TRUE,654132.42,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_91563BA1,TRUE,207684.45,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_91563BA1,TRUE,753839.22,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_91563BA1,TRUE,798883.72,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_91563BA1,TRUE,165967.95,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_CA0B44BD,FALSE,478119.01,2025-12-11,2026-01-05,2025-12-20,2025-12-27
USR_CA0B44BD,FALSE,680266.59,2025-12-11,2025-12-15,2025-12-20,2026-01-01
USR_CA0B44BD,FALSE,921829.82,2025-11-11,2025-11-22,2025-11-20,2025-11-22
USR_CA0B44BD,FALSE,627043.64,2025-10-11,2025-10-17,2025-10-20,2025-10-28
USR_CA0B44BD,FALSE,726824.45,2025-09-11,2025-09-30,2025-09-20,2025-10-17
USR_CA0B44BD,FALSE,564471.6,2025-08-11,2025-09-07,2025-08-20,2025-09-15
USR_1A549A91,TRUE,457833.24,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_1A549A91,TRUE,703363.54,2025-12-11,2025-12-11,2025-12-20,2025-12-20
USR_1A549A91,TRUE,165757.67,2025-11-11,2025-11-11,2025-11-20,2025-11-20
USR_1A549A91,TRUE,603707.26,2025-10-11,2025-10-11,2025-10-20,2025-10-20
USR_1A549A91,TRUE,394629.56,2025-09-11,2025-09-11,2025-09-20,2025-09-20
USR_1A549A91,TRUE,438610.84,2025-08-11,2025-08-11,2025-08-20,2025-08-20
USR_9D46B40C,FALSE,545989.83,2025-12-11,2026-01-05,2025-12-20,2025-12-25
USR_9D46B40C,FALSE,374260.88,2025-12-11,2026-01-09,2025-12-20,2026-01-11
USR_9D46B40C,FALSE,895071.48,2025-11-11,2025-12-03,2025-11-20,2025-12-03
USR_9D46B40C,FALSE,376045.86,2025-10-11,2025-10-26,2025-10-20,2025-11-18
USR_9D46B40C,FALSE,787207.42,2025-09-11,2025-10-06,2025-09-20,2025-10-04
USR_9D46B40C,FALSE,220336.99,2025-08-11,2025-08-29,2025-08-20,2025-09-18
USR_09C9AE7A,FALSE,667564.79,2025-12-11,2025-12-24,2025-12-20,2025-12-31
USR_09C9AE7A,FALSE,757203.32,2025-12-11,2026-01-10,2025-12-20,2026-01-04
USR_09C9AE7A,FALSE,733400.3,2025-11-11,2025-11-18,2025-11-20,2025-12-02
USR_09C9AE7A,FALSE,886832.83,2025-10-11,2025-11-06,2025-10-20,2025-11-04
USR_09C9AE7A,FALSE,401948.44,2025-09-11,2025-09-27,2025-09-20,2025-10-11
USR_09C9AE7A,FALSE,880327.34,2025-08-11,2025-08-18,2025-08-20,2025-09-07
